case_id,trial,seed,scheme,checktype,error_mode,burst_length,validated_packets,detected_error_packets,invalid_metadata_packets,missed_error_packets,sender_exit_status,wall_ms,user_cpu_ms,system_cpu_ms,max_rss_kb,log_bytes
57,284,8142082,crc10,3,burst,27,11,11,7,0,0,1.991,1.467,0.000,1584,6077
57,285,8142082,crc8,4,burst,27,11,11,7,0,0,3.402,2.112,0.000,1728,6076
58,286,8142083,checksum,0,burst,28,11,11,7,0,0,2.180,0.000,2.015,1872,6083
58,287,8142083,crc16,1,burst,28,11,11,7,0,0,2.307,2.012,0.000,1728,6079
58,288,8142083,crc32,2,burst,28,11,11,7,0,0,2.259,0.000,2.158,1728,6079
58,289,8142083,crc10,3,burst,28,11,11,7,0,0,2.625,0.000,1.637,1728,6079
58,290,8142083,crc8,4,burst,28,11,11,7,0,0,2.356,1.891,0.000,1872,6074
59,291,8142084,checksum,0,burst,29,11,11,5,0,0,2.028,1.428,0.000,1728,6090
59,292,8142084,crc16,1,burst,29,11,11,5,0,0,2.237,2.049,0.000,1584,6077
59,293,8142084,crc32,2,burst,29,11,11,5,0,0,1.994,1.582,0.000,1872,6082
59,294,8142084,crc10,3,burst,29,11,11,5,0,0,1.793,0.000,1.232,1728,6082
59,295,8142084,crc8,4,burst,29,11,11,5,0,0,2.233,0.000,1.850,1872,6074
60,296,8142085,checksum,0,burst,30,11,11,5,0,0,1.968,1.556,0.000,1872,6090
60,297,8142085,crc16,1,burst,30,11,11,5,0,0,2.789,0.000,2.541,1584,6080
60,298,8142085,crc32,2,burst,30,11,11,5,0,0,2.665,0.000,2.405,1728,6082
60,299,8142085,crc10,3,burst,30,11,11,5,0,0,2.230,1.534,0.000,1728,6083
60,300,8142085,crc8,4,burst,30,11,11,5,0,0,1.954,1.432,0.000,1584,6071
61,301,8142086,checksum,0,clean,0,11,0,0,0,0,2.528,2.215,0.000,1728,5623
61,302,8142086,crc16,1,clean,0,11,0,0,0,0,2.003,0.000,1.622,1728,5572
61,303,8142086,crc32,2,clean,0,11,0,0,0,0,2.318,1.855,0.000,1872,5583
61,304,8142086,crc10,3,clean,0,11,0,0,0,0,2.305,1.741,0.000,1872,5582
61,305,8142086,crc8,4,clean,0,11,0,0,0,0,2.534,0.000,1.864,1872,5561
62,306,8142087,checksum,0,single_bit,0,11,11,0,0,0,2.534,1.692,0.000,1728,6075
62,307,8142087,crc16,1,single_bit,0,11,11,0,0,0,3.971,0.000,3.257,1872,6089
62,308,8142087,crc32,2,single_bit,0,11,11,0,0,0,3.400,2.837,0.000,1584,6095
62,309,8142087,crc10,3,single_bit,0,11,11,0,0,0,1.714,1.491,0.000,1872,6095
62,310,8142087,crc8,4,single_bit,0,11,11,2,0,0,1.835,0.000,1.575,1728,6069
63,311,8142088,checksum,0,single_bit,0,11,11,0,0,0,1.976,0.000,1.402,1872,6109
63,312,8142088,crc16,1,single_bit,0,11,11,0,0,0,3.873,3.511,0.000,1728,6086
63,313,8142088,crc32,2,single_bit,0,11,11,0,0,0,2.634,1.908,0.000,1872,6095
63,314,8142088,crc10,3,single_bit,0,11,11,0,0,0,2.095,0.000,1.379,1728,6095
63,315,8142088,crc8,4,single_bit,0,11,11,0,0,0,2.352,0.000,1.996,1872,6076
64,316,8142089,checksum,0,burst,34,11,11,4,0,0,2.440,2.247,0.000,1872,6092
64,317,8142089,crc16,1,burst,34,11,11,4,0,0,3.198,1.277,0.000,1872,6079
64,318,8142089,crc32,2,burst,34,11,11,4,0,0,2.542,0.000,2.090,1872,6084
64,319,8142089,crc10,3,burst,34,11,11,4,0,0,1.999,1.568,0.000,1872,6084
64,320,8142089,crc8,4,burst,34,11,11,4,0,0,1.963,1.747,0.000,1728,6071
65,321,8142090,checksum,0,burst,35,11,11,10,0,0,2.613,1.955,0.000,1728,6074
65,322,8142090,crc16,1,burst,35,11,11,10,0,0,2.524,0.000,1.344,1728,6071
65,323,8142090,crc32,2,burst,35,11,11,10,0,0,2.701,1.624,0.000,1728,6072
65,324,8142090,crc10,3,burst,35,11,11,10,0,0,1.850,0.000,1.512,1872,6071
65,325,8142090,crc8,4,burst,35,11,11,10,0,0,1.619,0.000,1.397,1872,6069
66,326,8142091,checksum,0,burst,36,11,11,7,0,0,1.700,1.142,0.000,1872,6086
66,327,8142091,crc16,1,burst,36,11,11,7,0,0,1.821,0.000,1.612,1728,6078
66,328,8142091,crc32,2,burst,36,11,11,7,0,0,2.258,0.000,1.669,1728,6081
66,329,8142091,crc10,3,burst,36,11,11,7,0,0,3.127,2.889,0.000,1728,6084
66,330,8142091,crc8,4,burst,36,11,11,7,0,0,1.354,1.409,0.000,1728,6073
67,331,8142092,checksum,0,burst,37,11,11,6,0,0,2.278,1.455,0.000,1584,6088
67,332,8142092,crc16,1,burst,37,11,11,6,0,0,1.992,0.000,1.489,1728,6076
67,333,8142092,crc32,2,burst,37,11,11,6,0,0,2.254,2.088,0.000,1872,6080
67,334,8142092,crc10,3,burst,37,11,11,6,0,0,1.567,1.421,0.000,1872,6081
67,335,8142092,crc8,4,burst,37,11,11,6,0,0,1.669,1.419,0.000,1584,6071
68,336,8142093,checksum,0,burst,38,11,11,9,0,0,2.443,1.773,0.000,1584,6075
68,337,8142093,crc16,1,burst,38,11,11,9,0,0,2.735,0.000,1.683,1728,6072
68,338,8142093,crc32,2,burst,38,11,11,9,0,0,2.273,2.073,0.000,1728,6069
68,339,8142093,crc10,3,burst,38,11,11,9,0,0,1.655,1.436,0.000,1728,6068
68,340,8142093,crc8,4,burst,38,11,11,9,0,0,1.990,1.643,0.000,1728,6066
69,341,8142094,checksum,0,burst,39,11,11,6,0,0,2.124,0.000,1.411,1872,6093
69,342,8142094,crc16,1,burst,39,11,11,6,0,0,2.588,0.000,1.819,1872,6083
69,343,8142094,crc32,2,burst,39,11,11,6,0,0,2.420,1.929,0.000,1728,6086
69,344,8142094,crc10,3,burst,39,11,11,6,0,0,2.159,1.525,0.000,1872,6084
69,345,8142094,crc8,4,burst,39,11,11,6,0,0,3.626,2.985,0.000,1728,6074
70,346,8142095,checksum,0,burst,40,11,11,9,0,0,1.499,1.437,0.000,1728,6075
70,347,8142095,crc16,1,burst,40,11,11,9,0,0,3.172,0.000,2.941,1728,6073
70,348,8142095,crc32,2,burst,40,11,11,9,0,0,2.331,0.000,2.040,1584,6073
70,349,8142095,crc10,3,burst,40,11,11,9,0,0,2.281,0.000,1.790,1872,6075
70,350,8142095,crc8,4,burst,40,11,11,9,0,0,2.253,1.948,0.000,1728,6071
71,351,8142096,checksum,0,clean,0,11,0,0,0,0,2.659,0.000,1.850,1872,5627
71,352,8142096,crc16,1,clean,0,11,0,0,0,0,1.563,0.000,1.486,1872,5572
71,353,8142096,crc32,2,clean,0,11,0,0,0,0,1.996,1.370,0.000,1728,5582
71,354,8142096,crc10,3,clean,0,11,0,0,0,0,1.964,1.469,0.000,1584,5582
71,355,8142096,crc8,4,clean,0,11,0,0,0,0,1.563,1.444,0.000,1728,5561
72,356,8142097,checksum,0,single_bit,0,11,11,1,0,0,2.278,1.528,0.000,1872,6078
72,357,8142097,crc16,1,single_bit,0,11,11,1,0,0,3.055,0.000,2.597,1872,6092
72,358,8142097,crc32,2,single_bit,0,11,11,1,0,0,2.382,0.000,2.141,1728,6093
72,359,8142097,crc10,3,single_bit,0,11,11,1,0,0,2.073,1.736,0.000,1872,6093
72,360,8142097,crc8,4,single_bit,0,11,11,1,0,0,2.013,1.318,0.000,1728,6075
73,361,8142098,checksum,0,single_bit,0,11,11,0,0,0,2.374,1.851,0.000,1584,6110
73,362,8142098,crc16,1,single_bit,0,11,11,0,0,0,2.609,2.340,0.000,1872,6088
73,363,8142098,crc32,2,single_bit,0,11,11,0,0,0,2.463,2.163,0.000,1584,6095
73,364,8142098,crc10,3,single_bit,0,11,11,0,0,0,1.625,1.444,0.000,1728,6095
73,365,8142098,crc8,4,single_bit,0,11,11,1,0,0,2.557,0.000,1.687,1728,6075
74,366,8142099,checksum,0,burst,44,11,11,10,0,0,2.499,0.000,2.319,1872,6073
74,367,8142099,crc16,1,burst,44,11,11,10,0,0,2.175,1.853,0.000,1872,6071
74,368,8142099,crc32,2,burst,44,11,11,10,0,0,4.555,0.000,4.119,1728,6070
74,369,8142099,crc10,3,burst,44,11,11,10,0,0,1.830,1.475,0.000,1872,6070
74,370,8142099,crc8,4,burst,44,11,11,10,0,0,1.599,1.189,0.000,1728,6069
75,371,8142100,checksum,0,burst,8,11,10,2,1,0,2.095,1.434,0.000,1728,6060
75,372,8142100,crc16,1,burst,8,11,11,2,0,0,2.152,1.959,0.000,1728,6083
75,373,8142100,crc32,2,burst,8,11,11,2,0,0,1.619,1.192,0.000,1584,6091
75,374,8142100,crc10,3,burst,8,11,11,2,0,0,2.703,0.000,1.522,1728,6092
75,375,8142100,crc8,4,burst,8,11,11,2,0,0,2.285,1.911,0.000,1584,6074
76,376,8142101,checksum,0,burst,9,11,11,4,0,0,2.935,2.343,0.000,1728,6094
76,377,8142101,crc16,1,burst,9,11,11,4,0,0,3.881,0.000,3.433,1728,6081
76,378,8142101,crc32,2,burst,9,11,11,4,0,0,1.924,1.692,0.000,1584,6082
76,379,8142101,crc10,3,burst,9,11,11,4,0,0,2.245,0.000,1.651,1728,6084
76,380,8142101,crc8,4,burst,9,11,11,4,0,0,2.193,0.000,1.943,1872,6069
77,381,8142102,checksum,0,burst,10,11,11,1,0,0,2.795,2.218,0.000,1872,6108
77,382,8142102,crc16,1,burst,10,11,11,1,0,0,2.379,1.872,0.000,1584,6089
77,383,8142102,crc32,2,burst,10,11,11,1,0,0,2.097,1.724,0.000,1872,6093
77,384,8142102,crc10,3,burst,10,11,11,1,0,0,3.632,0.000,3.244,1872,6093
77,385,8142102,crc8,4,burst,10,11,11,1,0,0,2.655,1.789,0.000,1872,6077
78,386,8142103,checksum,0,burst,11,11,11,3,0,0,2.722,2.033,0.000,1872,6098
78,387,8142103,crc16,1,burst,11,11,11,3,0,0,2.603,1.944,0.000,1728,6084
78,388,8142103,crc32,2,burst,11,11,11,3,0,0,2.484,0.000,1.777,1728,6090
78,389,8142103,crc10,3,burst,11,11,11,3,0,0,2.418,0.000,1.550,1728,6090
78,390,8142103,crc8,4,burst,11,11,11,3,0,0,3.392,0.000,3.042,1728,6076
79,391,8142104,checksum,0,burst,12,11,10,3,1,0,2.593,0.000,1.893,1872,6050
79,392,8142104,crc16,1,burst,12,11,11,3,0,0,3.207,2.407,0.000,1728,6084
79,393,8142104,crc32,2,burst,12,11,11,3,0,0,3.656,0.000,3.126,1872,6088
79,394,8142104,crc10,3,burst,12,11,11,3,0,0,2.156,1.791,0.000,1728,6086
79,395,8142104,crc8,4,burst,12,11,11,3,0,0,2.601,0.000,2.203,1728,6073
80,396,8142105,checksum,0,burst,13,11,11,2,0,0,2.472,1.810,0.000,1728,6103
80,397,8142105,crc16,1,burst,13,11,11,2,0,0,3.359,2.442,0.000,1728,6089
80,398,8142105,crc32,2,burst,13,11,11,2,0,0,2.222,0.000,1.737,1728,6091
80,399,8142105,crc10,3,burst,13,11,11,2,0,0,1.871,1.338,0.000,1872,6091
80,400,8142105,crc8,4,burst,13,11,11,2,0,0,2.470,1.963,0.000,1872,6076
81,401,8142106,checksum,0,clean,0,11,0,0,0,0,2.141,1.874,0.000,1872,5623
81,402,8142106,crc16,1,clean,0,11,0,0,0,0,2.714,0.000,2.246,1728,5573
81,403,8142106,crc32,2,clean,0,11,0,0,0,0,2.502,1.699,0.000,1872,5582
81,404,8142106,crc10,3,clean,0,11,0,0,0,0,2.082,0.000,1.615,1728,5582
81,405,8142106,crc8,4,clean,0,11,0,0,0,0,2.713,2.159,0.000,1584,5561
82,406,8142107,checksum,0,single_bit,0,11,11,0,0,0,3.198,0.000,2.872,1728,6079
82,407,8142107,crc16,1,single_bit,0,11,11,0,0,0,1.966,0.000,1.650,1872,6086
82,408,8142107,crc32,2,single_bit,0,11,11,0,0,0,1.745,1.357,0.000,1872,6095
82,409,8142107,crc10,3,single_bit,0,11,11,0,0,0,2.463,1.966,0.000,1872,6095
82,410,8142107,crc8,4,single_bit,0,11,11,0,0,0,2.180,1.472,0.000,1728,6076
83,411,8142108,checksum,0,single_bit,0,11,11,0,0,0,2.766,0.000,1.786,1728,6111
83,412,8142108,crc16,1,single_bit,0,11,11,0,0,0,3.000,2.040,0.000,1728,6088
83,413,8142108,crc32,2,single_bit,0,11,11,0,0,0,3.114,1.997,0.000,1728,6095
83,414,8142108,crc10,3,single_bit,0,11,11,0,0,0,2.388,1.532,0.000,1728,6095
83,415,8142108,crc8,4,single_bit,0,11,11,0,0,0,2.624,1.965,0.000,1872,6074
84,416,8142109,checksum,0,burst,17,11,11,4,0,0,2.098,1.604,0.000,1728,6096
84,417,8142109,crc16,1,burst,17,11,11,4,0,0,2.850,0.000,1.961,1872,6085
84,418,8142109,crc32,2,burst,17,11,11,4,0,0,3.906,3.051,0.000,1728,6088
84,419,8142109,crc10,3,burst,17,11,11,4,0,0,2.825,1.398,0.000,1872,6089
84,420,8142109,crc8,4,burst,17,11,11,4,0,0,2.117,0.000,1.870,1728,6074
85,421,8142110,checksum,0,burst,18,11,11,2,0,0,2.563,1.958,0.000,1872,6104
85,422,8142110,crc16,1,burst,18,11,11,2,0,0,3.073,0.000,2.285,1872,6087
85,423,8142110,crc32,2,burst,18,11,11,2,0,0,1.947,1.435,0.000,1872,6089
85,424,8142110,crc10,3,burst,18,11,11,2,0,0,1.793,1.532,0.000,1872,6090
85,425,8142110,crc8,4,burst,18,11,11,2,0,0,2.696,2.323,0.000,1872,6074
86,426,8142111,checksum,0,burst,19,11,11,5,0,0,2.209,0.000,1.643,1872,6092
86,427,8142111,crc16,1,burst,19,11,11,5,0,0,2.585,0.000,2.272,1872,6081
86,428,8142111,crc32,2,burst,19,11,11,5,0,0,1.851,1.295,0.000,1728,6085
86,429,8142111,crc10,3,burst,19,11,11,5,0,0,2.403,0.000,1.978,1728,6085
86,430,8142111,crc8,4,burst,19,11,11,5,0,0,2.199,1.659,0.000,1872,6075
87,431,8142112,checksum,0,burst,20,11,10,2,1,0,2.256,1.930,0.000,1728,6058
87,432,8142112,crc16,1,burst,20,11,11,2,0,0,2.342,1.695,0.000,1872,6084
87,433,8142112,crc32,2,burst,20,11,11,2,0,0,2.826,0.000,2.099,1728,6091
87,434,8142112,crc10,3,burst,20,11,11,2,0,0,2.453,0.000,1.819,1584,6091
87,435,8142112,crc8,4,burst,20,11,11,2,0,0,2.672,1.922,0.000,1872,6077
88,436,8142113,checksum,0,burst,21,11,11,2,0,0,2.390,2.043,0.000,1728,6102
88,437,8142113,crc16,1,burst,21,11,11,2,0,0,2.730,0.000,2.447,1584,6084
88,438,8142113,crc32,2,burst,21,11,11,2,0,0,1.952,1.663,0.000,1872,6092
88,439,8142113,crc10,3,burst,21,11,11,2,0,0,2.111,1.902,0.000,1584,6092
88,440,8142113,crc8,4,burst,21,11,11,2,0,0,1.876,1.672,0.000,1584,6074
89,441,8142114,checksum,0,burst,22,11,11,3,0,0,2.375,0.000,1.790,1872,6098
89,442,8142114,crc16,1,burst,22,11,11,3,0,0,2.364,0.000,1.810,1872,6082
89,443,8142114,crc32,2,burst,22,11,11,3,0,0,2.227,1.514,0.000,1584,6089
89,444,8142114,crc10,3,burst,22,11,11,3,0,0,2.015,0.000,1.849,1728,6089
89,445,8142114,crc8,4,burst,22,11,11,3,0,0,2.172,0.000,1.836,1872,6074
90,446,8142115,checksum,0,burst,23,11,11,4,0,0,2.780,2.125,0.000,1728,6097
90,447,8142115,crc16,1,burst,23,11,11,4,0,0,1.662,1.426,0.000,1872,6082
90,448,8142115,crc32,2,burst,23,11,11,4,0,0,2.191,0.000,1.425,1728,6089
90,449,8142115,crc10,3,burst,23,11,11,4,0,0,2.239,0.000,1.511,1728,6088
90,450,8142115,crc8,4,burst,23,11,11,4,0,0,2.488,1.777,0.000,1728,6077
91,451,8142116,checksum,0,clean,0,11,0,0,0,0,3.071,0.000,2.643,1728,5623
91,452,8142116,crc16,1,clean,0,11,0,0,0,0,2.380,0.000,1.378,1728,5572
91,453,8142116,crc32,2,clean,0,11,0,0,0,0,2.321,1.506,0.000,1872,5582
91,454,8142116,crc10,3,clean,0,11,0,0,0,0,2.757,2.403,0.000,1728,5582
91,455,8142116,crc8,4,clean,0,11,0,0,0,0,2.333,1.545,0.000,1728,5563
92,456,8142117,checksum,0,single_bit,0,11,11,0,0,0,2.164,1.985,0.000,1728,6076
92,457,8142117,crc16,1,single_bit,0,11,11,0,0,0,2.224,0.000,1.799,1584,6089
92,458,8142117,crc32,2,single_bit,0,11,11,0,0,0,2.451,1.670,0.000,1872,6095
92,459,8142117,crc10,3,single_bit,0,11,11,0,0,0,3.071,2.670,0.000,1728,6095
92,460,8142117,crc8,4,single_bit,0,11,11,1,0,0,2.829,2.383,0.000,1728,6072
93,461,8142118,checksum,0,single_bit,0,11,11,1,0,0,1.855,0.000,1.541,1728,6104
93,462,8142118,crc16,1,single_bit,0,11,11,1,0,0,1.666,1.031,0.000,1728,6084
93,463,8142118,crc32,2,single_bit,0,11,11,1,0,0,2.325,1.788,0.000,1728,6091
93,464,8142118,crc10,3,single_bit,0,11,11,1,0,0,2.137,1.756,0.000,1872,6091
93,465,8142118,crc8,4,single_bit,0,11,11,1,0,0,2.288,1.880,0.000,1584,6072
94,466,8142119,checksum,0,burst,27,11,11,4,0,0,2.215,0.000,1.582,1872,6097
94,467,8142119,crc16,1,burst,27,11,11,4,0,0,2.179,1.947,0.000,1872,6081
94,468,8142119,crc32,2,burst,27,11,11,4,0,0,2.700,2.453,0.000,1872,6087
94,469,8142119,crc10,3,burst,27,11,11,4,0,0,2.374,2.005,0.000,1728,6087
94,470,8142119,crc8,4,burst,27,11,11,4,0,0,2.382,2.042,0.000,1872,6074
95,471,8142120,checksum,0,burst,28,11,11,6,0,0,2.387,1.810,0.000,1728,6090
95,472,8142120,crc16,1,burst,28,11,11,6,0,0,3.527,0.000,2.669,1728,6079
95,473,8142120,crc32,2,burst,28,11,11,6,0,0,2.564,1.728,0.000,1728,6082
95,474,8142120,crc10,3,burst,28,11,11,6,0,0,2.190,0.000,1.992,1728,6082
95,475,8142120,crc8,4,burst,28,11,11,6,0,0,2.165,1.996,0.000,1728,6072
96,476,8142121,checksum,0,burst,29,11,11,6,0,0,2.092,0.000,1.798,1728,6084
96,477,8142121,crc16,1,burst,29,11,11,6,0,0,2.549,1.650,0.000,1872,6075
96,478,8142121,crc32,2,burst,29,11,11,6,0,0,2.709,0.000,2.097,1728,6079
96,479,8142121,crc10,3,burst,29,11,11,6,0,0,2.349,0.000,2.109,1728,6078
96,480,8142121,crc8,4,burst,29,11,11,6,0,0,2.080,1.861,0.000,1872,6068
97,481,8142122,checksum,0,burst,30,11,11,5,0,0,2.157,1.595,0.000,1872,6089
97,482,8142122,crc16,1,burst,30,11,11,5,0,0,2.049,1.529,0.000,1872,6081
97,483,8142122,crc32,2,burst,30,11,11,5,0,0,1.459,1.101,0.000,1584,6082
97,484,8142122,crc10,3,burst,30,11,11,5,0,0,3.407,0.000,3.047,1728,6083
97,485,8142122,crc8,4,burst,30,11,11,5,0,0,2.090,1.930,0.000,1872,6071
98,486,8142123,checksum,0,burst,31,11,11,7,0,0,2.762,2.458,0.000,1872,6085
98,487,8142123,crc16,1,burst,31,11,11,7,0,0,2.518,0.000,1.680,1728,6079
98,488,8142123,crc32,2,burst,31,11,11,7,0,0,2.616,2.434,0.000,1872,6077
98,489,8142123,crc10,3,burst,31,11,11,7,0,0,2.503,0.000,2.338,1728,6077
98,490,8142123,crc8,4,burst,31,11,11,7,0,0,2.439,2.368,0.000,1872,6070
99,491,8142124,checksum,0,burst,32,11,11,6,0,0,3.022,2.373,0.000,1728,6090
99,492,8142124,crc16,1,burst,32,11,11,6,0,0,2.442,0.000,1.757,1584,6078
99,493,8142124,crc32,2,burst,32,11,11,6,0,0,2.273,0.000,2.053,1584,6082
99,494,8142124,crc10,3,burst,32,11,11,6,0,0,2.822,2.148,0.000,1872,6082
99,495,8142124,crc8,4,burst,32,11,11,6,0,0,2.374,2.121,0.000,1584,6072
100,496,8142125,checksum,0,burst,33,11,11,5,0,0,2.617,1.585,0.000,1872,6096
100,497,8142125,crc16,1,burst,33,11,11,5,0,0,2.003,1.548,0.000,1872,6081
100,498,8142125,crc32,2,burst,33,11,11,5,0,0,3.503,0.000,3.316,1728,6086
100,499,8142125,crc10,3,burst,33,11,11,5,0,0,2.295,1.685,0.000,1728,6086
100,500,8142125,crc8,4,burst,33,11,11,5,0,0,2.664,1.664,0.000,1728,6082
